ouid,foul,injury,redCards,yellowCards,dribble,cornerKick,offsideCount,shootTotal,effectiveShootTotal,goalTotal,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,throughPassTry,throughPassSuccess,tackleTry,tackleSuccess,blockTry,blockSuccess,possession,averageRating,matchResult,hour
00bb68e0fa9a9f7cb1665b32dd8069b7,1.0,0.0,0.0,0.0,64.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,108.0,92.0,80.0,71.0,8.0,4.0,16.0,16.0,17.0,9.0,5.0,1.0,44.0,3.6333299999999995,패,19
b732daf0b96fc9256262fb36cb72c1bc,0.0,0.0,0.0,0.0,75.0,1.0,1.0,14.0,9.0,5.0,0.0,0.0,97.0,88.0,59.0,56.0,8.0,5.0,26.0,25.0,13.0,8.0,5.0,0.0,56.0,4.5944400000000005,승,19
7fe7ffb96f2154e14825d674841ff270,0.0,0.0,0.0,0.0,80.0,2.0,0.0,7.0,6.0,3.0,0.0,0.0,97.0,91.0,67.0,66.0,5.0,4.0,19.0,17.0,6.0,4.0,8.0,1.0,58.0,4.21667,승,19
a184d3be0a42e0978644eb62b3b41ff5,1.0,0.0,0.0,0.0,68.0,1.0,0.0,8.0,7.0,2.0,0.0,0.0,84.0,76.0,54.0,51.0,2.0,1.0,22.0,18.0,21.0,9.0,6.0,0.0,42.0,3.82778,패,19
eb36555d4d460edc57ee20b782723388,0.0,0.0,0.0,0.0,72.0,0.0,1.0,6.0,4.0,2.0,0.0,0.0,86.0,77.0,66.0,63.0,4.0,1.0,15.0,13.0,4.0,1.0,15.0,2.0,44.0,4.07222,패,19
ec02b2c11cebc64f1cc8b6f00cc0a6a1,1.0,0.0,0.0,0.0,95.0,3.0,0.0,10.0,8.0,4.0,0.0,0.0,132.0,116.0,93.0,87.0,7.0,5.0,32.0,24.0,12.0,7.0,8.0,0.0,56.0,4.4833300000000005,승,19
6ae632b2d3e3396e10e5f14b00aceaf1,0.0,0.0,0.0,0.0,59.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,98.0,84.0,75.0,70.0,5.0,1.0,17.0,13.0,12.0,6.0,9.0,1.0,44.0,3.47778,패,19
7ddab8a3a52b45ac81a55872b6c4c1e4,1.0,0.0,0.0,1.0,86.0,3.0,0.0,10.0,8.0,2.0,0.0,0.0,121.0,112.0,79.0,76.0,4.0,3.0,30.0,25.0,12.0,6.0,8.0,0.0,56.0,4.50556,승,19
8b4d8397dd9e1663b44afa174f3f3f50,0.0,0.0,0.0,0.0,102.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,129.0,119.0,115.0,110.0,2.0,0.0,10.0,7.0,4.0,3.0,7.0,2.0,57.0,4.35,승,19
8ea3578f75e40f882bdebab970799ad2,0.0,0.0,0.0,0.0,61.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,74.0,64.0,46.0,43.0,3.0,1.0,23.0,19.0,2.0,1.0,8.0,1.0,43.0,3.88889,패,19
25aa0096537b4ec9bd20b89faad215ea,1.0,0.0,0.0,1.0,82.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,110.0,95.0,68.0,61.0,6.0,3.0,32.0,28.0,11.0,8.0,10.0,0.0,53.0,4.01111,패,19
d75dbd6709a1cc8f292d7a4ed1f7de59,0.0,0.0,0.0,0.0,77.0,0.0,0.0,6.0,6.0,4.0,1.0,1.0,116.0,101.0,71.0,67.0,3.0,2.0,36.0,27.0,11.0,7.0,4.0,0.0,47.0,4.36111,승,19
1fe576d06311767b29335815d296d07c,0.0,0.0,0.0,0.0,64.0,1.0,0.0,9.0,4.0,3.0,0.0,0.0,81.0,74.0,75.0,70.0,3.0,1.0,3.0,3.0,10.0,6.0,6.0,0.0,47.0,4.0,무,19
b2423f3fbe1a8fd6cd1f97c9118dacbd,1.0,0.0,0.0,0.0,70.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,89.0,78.0,67.0,64.0,6.0,3.0,16.0,11.0,17.0,8.0,9.0,0.0,53.0,3.94444,무,19
44d731a97c264bf8923e8e7829bf2218,0.0,0.0,0.0,0.0,48.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,68.0,58.0,47.0,44.0,1.0,0.0,17.0,13.0,17.0,9.0,9.0,1.0,33.0,3.37222,패,19
59d5280b065cddd106fd7bc6fa6826f5,0.0,0.0,0.0,0.0,108.0,1.0,0.0,11.0,10.0,4.0,0.0,0.0,124.0,118.0,118.0,114.0,0.0,0.0,5.0,4.0,4.0,3.0,5.0,1.0,67.0,4.68889,승,19
13e03045da1c83bf7fa3d98030c4ee6b,1.0,0.0,0.0,0.0,74.0,2.0,0.0,6.0,4.0,2.0,0.0,0.0,102.0,92.0,77.0,72.0,3.0,2.0,19.0,18.0,16.0,10.0,9.0,0.0,60.0,4.03889,무,19
3c2436f8057c6929893a17b36d059cee,0.0,0.0,0.0,0.0,65.0,1.0,3.0,5.0,3.0,2.0,0.0,0.0,70.0,62.0,36.0,33.0,4.0,2.0,17.0,15.0,13.0,8.0,4.0,0.0,40.0,3.99444,무,19
3dec75578a11274db7d669428bd740e9,1.0,0.0,0.0,0.0,67.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,114.0,104.0,83.0,79.0,4.0,3.0,22.0,18.0,7.0,5.0,9.0,2.0,49.0,3.57222,패,19
f2d45ae17d7ba45c09bcc62515af2996,0.0,0.0,0.0,0.0,70.0,2.0,0.0,7.0,6.0,2.0,0.0,0.0,105.0,94.0,69.0,66.0,4.0,2.0,18.0,13.0,9.0,7.0,5.0,0.0,51.0,4.39444,승,19
36277212e118b4ece503722e2937f764,1.0,0.0,0.0,0.0,88.0,4.0,0.0,8.0,6.0,1.0,0.0,0.0,146.0,134.0,119.0,111.0,2.0,1.0,24.0,22.0,16.0,11.0,11.0,0.0,57.0,4.05,패,19
ba1bf6a94fb91af11abdafdc24c671b9,1.0,0.0,0.0,1.0,69.0,1.0,1.0,6.0,4.0,2.0,0.0,0.0,101.0,89.0,60.0,54.0,3.0,1.0,35.0,33.0,21.0,10.0,10.0,2.0,43.0,4.21111,승,19
3c09ddb03aa5c3bbfb0c3ad4380b9457,0.0,0.0,0.0,0.0,86.0,6.0,1.0,11.0,9.0,2.0,1.0,1.0,136.0,122.0,92.0,86.0,8.0,4.0,17.0,16.0,9.0,3.0,8.0,2.0,59.0,4.27778,승,19
4de06c3c80c49d7f45a031b1d5c556d3,3.0,1.0,0.0,0.0,56.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,84.0,69.0,63.0,57.0,1.0,0.0,20.0,12.0,12.0,9.0,15.0,2.0,41.0,3.65,패,19
5867b2937ddd8dc37c9c9095187b7827,0.0,0.0,0.0,0.0,94.0,3.0,0.0,8.0,6.0,2.0,0.0,0.0,118.0,113.0,86.0,83.0,6.0,6.0,19.0,18.0,3.0,2.0,8.0,0.0,66.0,4.17222,무,19
b7bbbdd5d04f1b1ba529c14c95f51979,2.0,0.0,0.0,0.0,48.0,0.0,0.0,8.0,6.0,2.0,0.0,0.0,70.0,64.0,50.0,49.0,3.0,2.0,13.0,9.0,13.0,3.0,7.0,0.0,34.0,3.88889,무,19
77567244091cd21851de7441e5cb5cb1,0.0,0.0,0.0,0.0,86.0,1.0,2.0,5.0,4.0,1.0,0.0,0.0,124.0,112.0,97.0,91.0,3.0,2.0,23.0,19.0,12.0,7.0,14.0,2.0,48.0,3.83333,패,19
dee658b8a4cdcf4ee50209fa73264eb4,0.0,0.0,0.0,0.0,85.0,2.0,1.0,8.0,7.0,4.0,0.0,0.0,128.0,117.0,96.0,92.0,4.0,2.0,17.0,14.0,12.0,6.0,10.0,0.0,52.0,4.5944400000000005,승,19
0286fc88128c7aca079e2c6ce9c08c6b,0.0,0.0,0.0,0.0,87.0,1.0,0.0,7.0,7.0,4.0,0.0,0.0,114.0,104.0,89.0,85.0,2.0,1.0,22.0,18.0,8.0,8.0,10.0,1.0,54.0,4.52222,승,19
bdb62c49b7fccc16b97c2236b28aaa8b,0.0,0.0,0.0,0.0,69.0,5.0,0.0,11.0,9.0,2.0,0.0,0.0,124.0,108.0,85.0,77.0,8.0,4.0,15.0,14.0,8.0,5.0,10.0,0.0,46.0,3.9166700000000003,패,19
25cda0b1f0b5b6aacf36616ed1c7f358,0.0,0.0,0.0,0.0,84.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,132.0,121.0,107.0,100.0,3.0,1.0,17.0,16.0,22.0,11.0,9.0,0.0,50.0,3.46111,패,19
494a70c6bba52b8b41b674bd36cbd50f,0.0,0.0,0.0,0.0,78.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,90.0,85.0,66.0,65.0,2.0,1.0,21.0,18.0,3.0,2.0,9.0,0.0,50.0,4.35556,승,19
3c56ee987d9c8bcbacb38a72c81be4eb,0.0,0.0,0.0,0.0,74.0,3.0,0.0,10.0,8.0,3.0,0.0,0.0,103.0,94.0,67.0,64.0,8.0,5.0,23.0,22.0,12.0,6.0,7.0,0.0,54.0,4.62222,승,19
56bd234abda48b9894e409daa9c1417e,2.0,0.0,0.0,0.0,77.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,129.0,117.0,84.0,80.0,3.0,1.0,33.0,30.0,9.0,5.0,11.0,0.0,46.0,3.54444,패,19
2d412f4492abfbcce5710e74f3fd4cae,2.0,0.0,0.0,0.0,52.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0,80.0,65.0,54.0,47.0,2.0,0.0,18.0,15.0,24.0,12.0,6.0,1.0,39.0,4.05,무,19
3b6b33066fd55ec0dd96b340aa6e1913,0.0,0.0,0.0,0.0,79.0,5.0,2.0,7.0,4.0,1.0,1.0,0.0,115.0,104.0,97.0,93.0,4.0,1.0,10.0,9.0,15.0,11.0,2.0,0.0,61.0,4.13889,무,19
71692df3f8bd512882c0ad2e77b0320f,0.0,0.0,0.0,0.0,62.0,3.0,1.0,6.0,3.0,1.0,1.0,0.0,78.0,70.0,51.0,47.0,7.0,7.0,11.0,9.0,7.0,3.0,9.0,0.0,55.0,3.96111,무,19
be4c71b42ad51e0ea8157e9451668d33,1.0,0.0,0.0,0.0,58.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0,70.0,59.0,39.0,35.0,2.0,0.0,26.0,23.0,14.0,7.0,7.0,2.0,45.0,4.27778,무,19
62182b513c02415cb32943d72b748e2a,1.0,0.0,0.0,0.0,73.0,2.0,2.0,6.0,6.0,1.0,0.0,0.0,114.0,101.0,90.0,81.0,3.0,2.0,17.0,15.0,9.0,6.0,9.0,1.0,48.0,3.86667,패,19
ed1f8f8c44249452b07ce9ec47c0fe76,1.0,0.0,0.0,0.0,96.0,1.0,0.0,5.0,3.0,2.0,0.0,0.0,134.0,125.0,110.0,104.0,3.0,2.0,19.0,19.0,7.0,6.0,7.0,1.0,52.0,4.31111,승,19
1af33bec785ee57aafd30a33687879fb,0.0,0.0,0.0,0.0,87.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,118.0,102.0,92.0,85.0,4.0,3.0,14.0,11.0,8.0,5.0,10.0,1.0,48.0,4.40556,승,19
2341a429eda04cb0fb04186fb61066a9,1.0,0.0,0.0,0.0,74.0,0.0,1.0,7.0,3.0,2.0,0.0,0.0,106.0,89.0,66.0,61.0,6.0,1.0,24.0,18.0,16.0,8.0,9.0,1.0,52.0,3.96667,패,19
3552ef16dca12307ac29fd41bf79d1ee,0.0,0.0,0.0,0.0,100.0,6.0,0.0,11.0,5.0,2.0,0.0,0.0,166.0,149.0,132.0,125.0,10.0,5.0,22.0,19.0,2.0,1.0,8.0,2.0,60.0,4.24444,패,19
e89f2ac5c96d20ba95d71697a9d3b46e,2.0,0.0,0.0,0.0,45.0,2.0,0.0,10.0,8.0,3.0,0.0,0.0,72.0,56.0,26.0,24.0,4.0,3.0,37.0,28.0,13.0,11.0,16.0,2.0,40.0,4.93889,승,19
2a1339e189eff0e66e683fab95a54a27,0.0,0.0,0.0,0.0,101.0,2.0,1.0,4.0,4.0,1.0,0.0,0.0,135.0,121.0,72.0,70.0,6.0,1.0,51.0,45.0,7.0,5.0,7.0,0.0,55.0,3.98333,패,19
4e9d2e5a0a84538fec79529f6805ea73,0.0,0.0,0.0,0.0,69.0,1.0,4.0,3.0,3.0,2.0,0.0,0.0,115.0,106.0,87.0,85.0,1.0,0.0,25.0,20.0,12.0,7.0,11.0,1.0,45.0,4.22778,승,19
936706df699f3defa8ae2461340c1bd0,1.0,0.0,0.0,0.0,70.0,3.0,0.0,17.0,10.0,5.0,0.0,0.0,106.0,99.0,74.0,71.0,9.0,7.0,22.0,20.0,8.0,6.0,7.0,1.0,53.0,4.76667,승,19
f7963076c9815064c31975a2fb8a267e,0.0,0.0,0.0,0.0,67.0,1.0,2.0,9.0,6.0,1.0,0.0,0.0,102.0,90.0,59.0,53.0,5.0,4.0,35.0,31.0,3.0,1.0,16.0,2.0,47.0,3.5944400000000005,패,19
576ee2848ba44a7b0215508aa49c8058,0.0,0.0,0.0,0.0,57.0,5.0,0.0,10.0,10.0,2.0,0.0,0.0,92.0,86.0,70.0,68.0,7.0,6.0,13.0,10.0,7.0,4.0,8.0,0.0,41.0,4.05,패,19
8d02ebfde90f0a506c8661c50652e746,0.0,0.0,0.0,0.0,89.0,1.0,1.0,8.0,5.0,3.0,0.0,0.0,113.0,108.0,87.0,86.0,3.0,1.0,20.0,20.0,7.0,3.0,4.0,1.0,59.0,4.29444,승,19
78bd4904e360e8f15281c765ad9069e1,0.0,0.0,0.0,0.0,99.0,2.0,1.0,8.0,4.0,2.0,0.0,0.0,154.0,144.0,127.0,124.0,4.0,3.0,22.0,16.0,3.0,3.0,11.0,1.0,52.0,4.25556,무,19
9d4d64dbc5059a01ccc444e5e689afb3,0.0,0.0,0.0,0.0,80.0,1.0,0.0,6.0,6.0,2.0,0.0,0.0,105.0,94.0,83.0,78.0,2.0,1.0,18.0,15.0,5.0,4.0,17.0,2.0,48.0,4.15,무,19
d067eb2fc440758f08a05006b2d87c75,0.0,0.0,0.0,0.0,82.0,2.0,0.0,7.0,4.0,1.0,0.0,0.0,119.0,110.0,93.0,90.0,8.0,6.0,17.0,13.0,9.0,8.0,10.0,1.0,52.0,4.25,승,22
fda929353e539c6f2d614d898398ccaa,0.0,0.0,0.0,0.0,77.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,110.0,102.0,84.0,79.0,7.0,7.0,11.0,10.0,3.0,3.0,6.0,2.0,48.0,3.82222,패,22
2547b0a40cfca10c7267bfcce202554b,1.0,0.0,0.0,0.0,85.0,3.0,0.0,10.0,10.0,3.0,0.0,0.0,133.0,120.0,98.0,94.0,10.0,5.0,22.0,19.0,5.0,5.0,8.0,1.0,58.0,4.5,승,22
cf529f570ca9709ed8e4b7a61ed5bed3,0.0,0.0,0.0,0.0,52.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,85.0,70.0,65.0,60.0,2.0,1.0,16.0,8.0,11.0,6.0,7.0,1.0,42.0,3.9555599999999997,패,22
2f5d88db7b2142fd7bc6bc37e827b74d,2.0,0.0,0.0,0.0,85.0,0.0,0.0,9.0,5.0,2.0,0.0,0.0,105.0,97.0,86.0,84.0,2.0,0.0,11.0,8.0,18.0,6.0,6.0,1.0,47.0,3.91111,패,22
484903bbcb87ce0bf44d3b5a16737611,0.0,0.0,0.0,0.0,75.0,4.0,1.0,10.0,7.0,3.0,0.0,0.0,93.0,85.0,63.0,61.0,6.0,4.0,15.0,12.0,7.0,6.0,13.0,3.0,53.0,4.35,승,22
2448910fea950ad6423d61c826db98f9,1.0,0.0,0.0,0.0,71.0,1.0,0.0,11.0,9.0,3.0,0.0,0.0,119.0,106.0,89.0,83.0,1.0,1.0,28.0,22.0,8.0,7.0,8.0,0.0,51.0,4.02778,패,22
bea16aa3655a02f97b0b748bc2511b95,0.0,1.0,0.0,0.0,74.0,0.0,0.0,10.0,8.0,5.0,0.0,0.0,97.0,88.0,76.0,69.0,1.0,1.0,19.0,18.0,6.0,3.0,8.0,0.0,49.0,4.51667,승,22
e6a0283d0aea1add1d8a62c246ea7fb3,1.0,0.0,0.0,0.0,65.0,3.0,0.0,8.0,5.0,4.0,0.0,0.0,84.0,70.0,52.0,50.0,9.0,3.0,19.0,15.0,6.0,5.0,11.0,1.0,54.0,4.38889,승,22
e819375bc010d8bb9f9322d486375610,0.0,0.0,0.0,0.0,61.0,2.0,0.0,8.0,8.0,2.0,0.0,0.0,105.0,93.0,74.0,69.0,6.0,3.0,15.0,11.0,10.0,7.0,6.0,1.0,46.0,4.00556,패,22
cabb7af244918c4c6d27bdbf3ea42aff,1.0,0.0,0.0,0.0,94.0,2.0,1.0,7.0,6.0,3.0,0.0,0.0,127.0,122.0,96.0,94.0,4.0,4.0,19.0,17.0,9.0,5.0,9.0,0.0,58.0,4.3,승,22
e29c3f249decb3074ad8f7a1d49c41a7,0.0,0.0,0.0,0.0,62.0,3.0,0.0,7.0,5.0,2.0,0.0,0.0,106.0,100.0,85.0,83.0,3.0,2.0,16.0,13.0,10.0,3.0,12.0,1.0,42.0,3.83333,패,22
31aabccf0ad3e6aa6544089ee67d169f,0.0,0.0,0.0,0.0,48.0,0.0,2.0,9.0,6.0,4.0,0.0,0.0,59.0,55.0,35.0,34.0,4.0,3.0,18.0,17.0,19.0,12.0,10.0,0.0,48.0,4.36667,승,22
cab5ad246f030eab4b45d0e86f3f04b8,0.0,0.0,0.0,0.0,63.0,5.0,0.0,7.0,5.0,2.0,0.0,0.0,86.0,71.0,61.0,57.0,8.0,1.0,13.0,13.0,4.0,3.0,4.0,1.0,52.0,3.7,패,22
1a08184a37a5de5c91df03d87ea2444e,2.0,0.0,0.0,1.0,85.0,3.0,0.0,11.0,8.0,4.0,0.0,0.0,117.0,103.0,78.0,70.0,6.0,3.0,30.0,28.0,6.0,3.0,11.0,1.0,58.0,4.61111,승,22
f449fa62febfe29681dd078057205e5f,0.0,1.0,0.0,0.0,65.0,1.0,0.0,9.0,7.0,1.0,0.0,0.0,78.0,68.0,48.0,45.0,6.0,1.0,23.0,21.0,11.0,4.0,12.0,0.0,42.0,3.5722199999999997,패,22
52b7cc11937b2c2917a0c6ad21f8fbd8,0.0,0.0,0.0,0.0,62.0,2.0,1.0,10.0,7.0,4.0,0.0,0.0,99.0,89.0,62.0,58.0,7.0,5.0,28.0,26.0,19.0,8.0,5.0,0.0,50.0,4.50556,승,22
826ae270c6d8933797bcaf183f9c0431,1.0,0.0,0.0,0.0,57.0,3.0,1.0,4.0,3.0,1.0,0.0,0.0,77.0,63.0,44.0,38.0,10.0,4.0,23.0,21.0,17.0,6.0,5.0,0.0,50.0,3.56667,패,22
03cfe138f87467b99e7e3ef84381846f,0.0,0.0,0.0,0.0,65.0,2.0,0.0,6.0,5.0,3.0,0.0,0.0,130.0,115.0,90.0,86.0,6.0,2.0,31.0,26.0,15.0,6.0,9.0,2.0,50.0,4.03333,패,22
63d0e7bb127a7aaea5fe794eb8af286d,0.0,0.0,0.0,0.0,98.0,1.0,1.0,11.0,9.0,4.0,0.0,0.0,122.0,113.0,90.0,88.0,3.0,1.0,28.0,24.0,12.0,7.0,6.0,0.0,50.0,4.41111,승,22
7120370fbfcb86b7507c4313fe74226d,0.0,0.0,0.0,0.0,85.0,5.0,1.0,11.0,9.0,4.0,0.0,0.0,123.0,112.0,97.0,94.0,8.0,6.0,11.0,7.0,2.0,1.0,7.0,0.0,53.0,4.26667,승,22
a1ec5a3b24667b7128abffbdcb02f868,0.0,0.0,0.0,0.0,77.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,103.0,97.0,85.0,82.0,3.0,2.0,11.0,9.0,7.0,4.0,6.0,0.0,47.0,3.93333,패,22
d85bce7efb48ad7e7d41fd306adca33d,0.0,1.0,0.0,0.0,91.0,4.0,2.0,13.0,6.0,3.0,0.0,0.0,105.0,90.0,65.0,60.0,7.0,1.0,30.0,27.0,8.0,7.0,8.0,0.0,53.0,4.58889,승,22
d9d8dfdd2add816ae9b98ddc89634b30,0.0,0.0,0.0,0.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,111.0,95.0,92.0,83.0,5.0,1.0,13.0,11.0,5.0,4.0,10.0,3.0,47.0,3.60556,패,22
5dc251fafef32774f54630684b523094,1.0,0.0,0.0,0.0,98.0,2.0,1.0,9.0,6.0,2.0,1.0,1.0,167.0,155.0,114.0,109.0,5.0,3.0,37.0,34.0,9.0,7.0,8.0,0.0,63.0,4.42778,승,22
610ae5825147a5a7a772431f7f078893,1.0,0.0,0.0,0.0,38.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,85.0,66.0,41.0,37.0,7.0,3.0,34.0,26.0,21.0,7.0,9.0,1.0,37.0,3.79444,패,22
ba156622c96179b11ebeb83d962da4f3,0.0,0.0,0.0,0.0,83.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,116.0,101.0,67.0,62.0,6.0,5.0,24.0,20.0,19.0,13.0,14.0,1.0,51.0,4.41667,승,22
f8fb96f098fb156e21a46f5dc998247c,0.0,0.0,0.0,0.0,89.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,111.0,102.0,87.0,84.0,1.0,0.0,20.0,16.0,8.0,7.0,6.0,0.0,49.0,3.75556,패,22
092109faa506a4c413c6d3043c3faff3,0.0,0.0,0.0,0.0,72.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,92.0,79.0,56.0,50.0,3.0,3.0,29.0,25.0,10.0,9.0,9.0,0.0,44.0,3.84444,패,22
e3560f4e1dbdf769e0f21f433b7455c4,0.0,0.0,0.0,0.0,93.0,1.0,1.0,6.0,5.0,4.0,0.0,0.0,118.0,109.0,76.0,71.0,1.0,0.0,41.0,38.0,3.0,3.0,5.0,0.0,56.0,4.41667,승,22
097e77dda5b9e7af09c725cce373119c,1.0,0.0,0.0,0.0,63.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,93.0,85.0,65.0,61.0,8.0,5.0,18.0,18.0,5.0,3.0,8.0,1.0,45.0,4.70556,승,22
a28ff1550994b09da78d65dfa59e108b,0.0,0.0,0.0,0.0,70.0,1.0,0.0,5.0,4.0,1.0,0.0,0.0,140.0,128.0,107.0,101.0,7.0,3.0,24.0,23.0,7.0,3.0,7.0,0.0,55.0,3.46111,패,22
ae4a273d0bc541592ef9a0630591ad54,0.0,0.0,0.0,0.0,112.0,0.0,0.0,6.0,6.0,3.0,0.0,0.0,133.0,125.0,113.0,110.0,2.0,1.0,14.0,12.0,11.0,7.0,7.0,1.0,56.0,4.25556,승,22
d6729afd82234f0b5ec2380c7765a583,0.0,0.0,0.0,0.0,66.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,105.0,98.0,101.0,97.0,0.0,0.0,3.0,1.0,7.0,5.0,7.0,0.0,44.0,3.73889,패,22
8912a83020d67bd48f1bbe9c966396d0,1.0,0.0,0.0,0.0,91.0,4.0,0.0,5.0,3.0,1.0,0.0,0.0,137.0,124.0,112.0,109.0,13.0,4.0,10.0,9.0,11.0,9.0,6.0,0.0,59.0,4.31667,승,22
dd1b456de36fcd4c76e6588720e9d16f,2.0,0.0,0.0,0.0,61.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,100.0,88.0,78.0,72.0,1.0,0.0,18.0,16.0,5.0,4.0,12.0,1.0,41.0,3.92222,패,22
