ouid,foul,injury,redCards,yellowCards,dribble,cornerKick,offsideCount,shootTotal,effectiveShootTotal,goalTotal,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,throughPassTry,throughPassSuccess,tackleTry,tackleSuccess,blockTry,blockSuccess,possession,averageRating,matchResult,hour
9d3a9f90df798416b2f2ffea91887f00,1.0,0.0,0.0,0.0,78.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,116.0,95.0,66.0,62.0,12.0,3.0,38.0,30.0,9.0,7.0,7.0,1.0,51.0,4.06667,패,21
be5147170f36c4f42b74abdc3b2719d9,0.0,0.0,0.0,0.0,79.0,3.0,1.0,11.0,8.0,2.0,0.0,0.0,105.0,93.0,61.0,57.0,6.0,3.0,32.0,28.0,6.0,5.0,7.0,0.0,49.0,4.36667,승,21
472d7ca53d6abda107088733074b2e10,0.0,0.0,0.0,0.0,80.0,1.0,3.0,19.0,14.0,11.0,0.0,0.0,102.0,94.0,80.0,76.0,1.0,0.0,20.0,18.0,30.0,22.0,2.0,0.0,58.0,5.25,승,21
60ef10234b347f6de5b8f974ffc2ee6e,0.0,0.0,0.0,0.0,104.0,4.0,2.0,9.0,9.0,4.0,0.0,0.0,139.0,129.0,100.0,94.0,10.0,10.0,25.0,23.0,1.0,1.0,8.0,0.0,61.0,5.69444,승,21
6d8ac9b0ccab45804fa3c15f07e62bc9,1.0,0.0,0.0,0.0,52.0,1.0,1.0,8.0,4.0,3.0,0.0,0.0,72.0,64.0,53.0,52.0,10.0,4.0,5.0,5.0,18.0,8.0,11.0,1.0,39.0,3.98333,패,21
74acf65d475609e0c2db7d05af4bd604,0.0,0.0,0.0,0.0,96.0,2.0,1.0,5.0,4.0,1.0,0.0,0.0,114.0,109.0,102.0,100.0,3.0,2.0,8.0,6.0,5.0,2.0,8.0,0.0,59.0,4.21111,승,21
d704aa0bf89df808772d9b721499f5c6,0.0,0.0,0.0,0.0,60.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,69.0,60.0,47.0,45.0,5.0,1.0,16.0,13.0,23.0,8.0,12.0,2.0,41.0,3.67222,패,21
1a3a1277195bde2b9c67fc70c57cecf1,1.0,0.0,0.0,0.0,79.0,1.0,1.0,6.0,5.0,2.0,0.0,0.0,100.0,88.0,71.0,67.0,6.0,3.0,18.0,15.0,7.0,3.0,8.0,1.0,55.0,4.44444,승,21
5993bed8e7eefcfe79e351923f203231,1.0,0.0,0.0,0.0,70.0,1.0,1.0,9.0,4.0,0.0,0.0,0.0,86.0,77.0,64.0,62.0,3.0,1.0,18.0,13.0,12.0,7.0,8.0,0.0,45.0,3.76667,패,21
2173256aac840fe95b75aaef5819b4da,1.0,0.0,0.0,0.0,90.0,0.0,1.0,6.0,3.0,3.0,0.0,0.0,109.0,96.0,81.0,78.0,3.0,1.0,23.0,17.0,9.0,6.0,4.0,1.0,55.0,4.49444,승,21
eaeb675ffdccb4d3b233335a3931a85f,3.0,0.0,0.0,0.0,70.0,3.0,1.0,7.0,3.0,0.0,0.0,0.0,89.0,80.0,74.0,69.0,5.0,2.0,9.0,8.0,6.0,4.0,1.0,0.0,45.0,3.26667,패,21
289d75117af57a55a9308dc3aea7c8f9,0.0,0.0,0.0,0.0,57.0,2.0,1.0,6.0,4.0,1.0,0.0,0.0,80.0,69.0,48.0,46.0,4.0,0.0,19.0,15.0,13.0,11.0,4.0,0.0,45.0,3.84444,패,21
806cb7f900f8b983f41db65769e79b5b,0.0,0.0,0.0,0.0,85.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,108.0,103.0,91.0,90.0,4.0,1.0,13.0,12.0,4.0,3.0,11.0,0.0,55.0,4.26667,승,21
6cb42978ed740cae48de81cadcebc435,0.0,0.0,0.0,0.0,94.0,7.0,2.0,11.0,7.0,2.0,0.0,0.0,110.0,100.0,79.0,78.0,11.0,5.0,18.0,17.0,3.0,2.0,5.0,0.0,55.0,4.23889,승,21
a91a53057e092fd8e5b762db6c0ed6de,0.0,1.0,0.0,0.0,55.0,1.0,1.0,5.0,3.0,1.0,0.0,0.0,116.0,105.0,68.0,63.0,5.0,2.0,43.0,40.0,9.0,6.0,14.0,2.0,45.0,3.8555599999999997,패,21
5ea3e9b89734d29a49e5c2ed098b9991,0.0,0.0,0.0,0.0,98.0,0.0,1.0,6.0,4.0,2.0,0.0,0.0,112.0,108.0,85.0,83.0,3.0,2.0,17.0,16.0,7.0,5.0,4.0,1.0,63.0,4.15,승,21
aaa979ff05d84ef7547011615c7181d6,0.0,0.0,0.0,0.0,58.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,89.0,78.0,65.0,59.0,5.0,2.0,15.0,14.0,17.0,7.0,8.0,0.0,37.0,3.68333,패,21
430082c07cc3c966531eb31959094b4a,1.0,0.0,0.0,0.0,82.0,3.0,1.0,8.0,7.0,1.0,0.0,0.0,101.0,92.0,75.0,70.0,12.0,9.0,13.0,12.0,9.0,6.0,9.0,1.0,50.0,3.97778,패,21
b42d49e4bb4e57ddb673df138db3e0e9,0.0,0.0,0.0,0.0,78.0,3.0,0.0,6.0,6.0,2.0,0.0,0.0,89.0,84.0,72.0,71.0,7.0,5.0,8.0,7.0,2.0,2.0,10.0,2.0,50.0,4.26111,승,21
89eb58a15383ffb8670fb6275ce318d6,1.0,0.0,0.0,0.0,70.0,4.0,1.0,20.0,17.0,2.0,0.0,0.0,102.0,95.0,78.0,75.0,5.0,3.0,15.0,14.0,20.0,14.0,6.0,0.0,56.0,4.2,무,21
ece43b1e08fa7d79a5191aa72937d3f4,0.0,1.0,0.0,0.0,80.0,1.0,2.0,7.0,5.0,2.0,0.0,0.0,107.0,102.0,88.0,84.0,2.0,2.0,12.0,12.0,18.0,8.0,24.0,3.0,44.0,4.19444,무,21
426cae86f3d7442b92bc7804767f8afb,2.0,0.0,0.0,0.0,76.0,1.0,0.0,7.0,4.0,3.0,0.0,0.0,99.0,85.0,72.0,66.0,3.0,2.0,23.0,16.0,26.0,14.0,11.0,0.0,47.0,4.13889,무,21
78e0d86b0e40ad75acd3c6154bd446d6,1.0,0.0,0.0,0.0,58.0,4.0,1.0,7.0,5.0,3.0,2.0,2.0,81.0,73.0,58.0,54.0,4.0,3.0,17.0,16.0,12.0,7.0,8.0,0.0,53.0,4.02778,무,21
2f7783b6f020d6541bd675db4435fb10,0.0,0.0,0.0,0.0,95.0,0.0,0.0,9.0,8.0,3.0,0.0,0.0,112.0,103.0,93.0,90.0,4.0,3.0,13.0,10.0,5.0,2.0,9.0,1.0,49.0,4.35,승,21
fd4d08c54b603177ef47178a2789633c,1.0,0.0,0.0,0.0,74.0,1.0,0.0,8.0,6.0,2.0,0.0,0.0,123.0,106.0,76.0,73.0,7.0,5.0,36.0,25.0,19.0,12.0,9.0,2.0,51.0,4.06667,패,21
1dc623c2f0c3c3cecb811c1d77fd592b,0.0,0.0,0.0,0.0,80.0,3.0,0.0,10.0,7.0,2.0,0.0,0.0,116.0,103.0,89.0,82.0,7.0,5.0,17.0,14.0,13.0,9.0,6.0,1.0,53.0,4.06111,패,21
cd5d0fe8d6f3082b52f74113db74f9b5,1.0,0.0,0.0,0.0,73.0,3.0,0.0,6.0,6.0,3.0,0.0,0.0,107.0,94.0,78.0,73.0,2.0,0.0,19.0,15.0,2.0,2.0,11.0,0.0,47.0,4.32222,승,21
0b3b9474c909ca1ad31bcb0ecedab20e,0.0,0.0,0.0,0.0,78.0,0.0,0.0,7.0,6.0,2.0,0.0,0.0,90.0,88.0,74.0,73.0,2.0,2.0,10.0,10.0,5.0,4.0,9.0,0.0,51.0,4.0,패,21
7ed926c5061bec238730c36fa294cc02,4.0,0.0,0.0,0.0,78.0,1.0,0.0,6.0,6.0,3.0,0.0,0.0,152.0,144.0,134.0,129.0,2.0,1.0,15.0,13.0,19.0,9.0,5.0,0.0,49.0,4.12778,승,21
9459737de7a9f8289305e60b1676920f,0.0,0.0,0.0,0.0,72.0,1.0,1.0,10.0,6.0,1.0,0.0,0.0,100.0,88.0,78.0,73.0,2.0,2.0,18.0,12.0,6.0,4.0,7.0,0.0,53.0,4.0,패,21
a39c3611b032e85613b55ac6bdae1e43,2.0,0.0,0.0,0.0,70.0,4.0,0.0,11.0,9.0,2.0,0.0,0.0,89.0,82.0,52.0,50.0,11.0,10.0,25.0,22.0,7.0,3.0,7.0,1.0,47.0,4.40556,승,21
d2f94f11656bed8d938aff0f27f0996d,2.0,0.0,0.0,1.0,72.0,3.0,2.0,5.0,2.0,0.0,0.0,0.0,87.0,68.0,47.0,41.0,4.0,2.0,30.0,22.0,19.0,10.0,4.0,1.0,46.0,3.84444,패,21
eaad0e27a62a61160f43ef600bdf0891,4.0,0.0,0.0,2.0,83.0,4.0,0.0,11.0,8.0,1.0,0.0,0.0,102.0,91.0,60.0,60.0,9.0,4.0,31.0,26.0,19.0,9.0,3.0,0.0,54.0,4.38889,승,21
202449f3c0a27fc0b85593d2423f1164,0.0,0.0,0.0,0.0,87.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,129.0,115.0,97.0,93.0,9.0,2.0,21.0,20.0,11.0,3.0,8.0,0.0,55.0,3.4500000000000006,패,21
838e25b4af363937efb1ffaf27a40763,0.0,1.0,0.0,0.0,43.0,4.0,0.0,15.0,11.0,5.0,0.0,0.0,78.0,73.0,54.0,54.0,15.0,13.0,6.0,5.0,8.0,5.0,13.0,0.0,45.0,4.76111,승,21
11affa4471e68443a2422bfb4eff9a81,0.0,1.0,0.0,0.0,78.0,0.0,4.0,8.0,7.0,3.0,0.0,0.0,110.0,99.0,95.0,88.0,0.0,0.0,12.0,10.0,12.0,10.0,7.0,0.0,56.0,3.78889,패,21
8e74cfccb3ba8bb8347a074dc04e8e1c,1.0,1.0,0.0,0.0,64.0,0.0,0.0,6.0,5.0,5.0,0.0,0.0,90.0,80.0,63.0,58.0,4.0,3.0,19.0,18.0,24.0,8.0,5.0,1.0,44.0,4.34444,승,21
9d119b1b19662641741e0d0ea3f3dcae,1.0,0.0,0.0,0.0,72.0,3.0,0.0,17.0,13.0,7.0,0.0,0.0,74.0,69.0,64.0,60.0,4.0,3.0,6.0,6.0,22.0,15.0,8.0,0.0,57.0,4.8555600000000005,승,21
c09fdda0f863362cb0b985ef5261aca8,2.0,0.0,0.0,1.0,52.0,2.0,0.0,7.0,4.0,0.0,0.0,0.0,62.0,52.0,20.0,17.0,4.0,3.0,37.0,32.0,21.0,7.0,24.0,1.0,43.0,3.22778,패,21
94487eea4a98b4a0ff63e92bbba55eee,0.0,1.0,0.0,0.0,62.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,79.0,68.0,33.0,30.0,5.0,1.0,38.0,35.0,13.0,8.0,16.0,1.0,41.0,3.0499999999999994,패,21
d3d82835934ffe523f35c6fdc2220fd5,0.0,1.0,0.0,0.0,87.0,2.0,1.0,10.0,9.0,5.0,0.0,0.0,126.0,119.0,91.0,89.0,3.0,0.0,31.0,30.0,7.0,6.0,8.0,1.0,59.0,4.89444,승,21
a130d447631f1605a65708d04428f859,2.0,0.0,0.0,2.0,52.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,68.0,61.0,34.0,33.0,5.0,2.0,29.0,26.0,10.0,5.0,12.0,0.0,42.0,3.7555600000000005,패,21
e3ff135214d5898e60adae4be2ead947,0.0,0.0,0.0,0.0,94.0,2.0,0.0,8.0,6.0,3.0,0.0,0.0,123.0,109.0,85.0,81.0,2.0,0.0,30.0,25.0,4.0,4.0,6.0,1.0,58.0,4.24444,승,21
ae1ba4802ca52df23ab7faaf8f705dbd,0.0,0.0,0.0,0.0,54.0,2.0,0.0,9.0,5.0,1.0,0.0,0.0,61.0,51.0,51.0,45.0,5.0,2.0,5.0,4.0,7.0,4.0,14.0,1.0,46.0,3.89444,패,21
b9d82debf6d40d4e610bc7986a785362,1.0,0.0,0.0,0.0,101.0,4.0,1.0,10.0,5.0,2.0,0.0,0.0,119.0,107.0,97.0,93.0,12.0,6.0,8.0,8.0,5.0,5.0,7.0,0.0,54.0,4.36667,승,21
22574c09a92e741b521e8a87c045cb10,2.0,0.0,0.0,1.0,69.0,2.0,0.0,9.0,6.0,3.0,0.0,0.0,76.0,65.0,38.0,35.0,4.0,1.0,34.0,29.0,22.0,10.0,13.0,1.0,42.0,4.12778,무,21
4453c9b2f10c8a1f43c438235e5694af,0.0,0.0,0.0,0.0,110.0,2.0,1.0,8.0,4.0,3.0,0.0,0.0,131.0,119.0,103.0,101.0,5.0,2.0,16.0,14.0,6.0,3.0,12.0,0.0,58.0,4.17778,무,21
27e805b00ad682a837dd4c73c96b4d24,0.0,0.0,0.0,0.0,108.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,138.0,130.0,101.0,101.0,4.0,1.0,29.0,24.0,6.0,5.0,15.0,3.0,59.0,3.94444,패,21
29e3b7f2646d102c6581ec97cde33076,0.0,0.0,0.0,0.0,65.0,1.0,0.0,6.0,5.0,3.0,0.0,0.0,82.0,73.0,58.0,56.0,3.0,2.0,16.0,13.0,4.0,4.0,5.0,0.0,41.0,4.22778,승,21
db1c51a45459e8c7a1be2eef554c044a,0.0,0.0,0.0,0.0,80.0,1.0,1.0,6.0,3.0,2.0,0.0,0.0,105.0,91.0,67.0,64.0,10.0,5.0,21.0,18.0,17.0,8.0,4.0,2.0,46.0,4.19444,승,21
ea5e5889702136c78582be2ced3e9732,2.0,0.0,0.0,0.0,78.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,113.0,101.0,86.0,81.0,10.0,7.0,10.0,7.0,13.0,10.0,9.0,0.0,54.0,3.86111,패,21
0712d322e60ec9b14cdda13c77dd8ce5,0.0,0.0,0.0,0.0,53.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,80.0,74.0,55.0,53.0,7.0,6.0,13.0,10.0,9.0,6.0,4.0,0.0,43.0,3.57222,패,21
6d17dfd26aa69c9377fdb73793087b37,0.0,0.0,0.0,0.0,94.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,120.0,112.0,80.0,78.0,4.0,3.0,34.0,30.0,2.0,2.0,8.0,0.0,57.0,4.28333,승,21
2262e9b1039541323831a15d47618b42,0.0,0.0,0.0,0.0,75.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,90.0,83.0,78.0,74.0,3.0,3.0,6.0,4.0,7.0,3.0,7.0,1.0,44.0,3.85556,무,21
292e72fcd314d4575c06f8d2ccfe8e2e,1.0,0.0,0.0,0.0,76.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,110.0,105.0,66.0,64.0,6.0,4.0,32.0,31.0,7.0,4.0,6.0,0.0,56.0,3.97778,무,21
59e593e35cd749b1a6b2d2401ff3a599,0.0,0.0,0.0,0.0,61.0,2.0,0.0,7.0,6.0,2.0,0.0,0.0,74.0,64.0,54.0,51.0,4.0,0.0,13.0,10.0,2.0,2.0,8.0,1.0,45.0,4.06667,무,21
72da02a727b1f04d71bf662d2683d98b,0.0,0.0,0.0,0.0,81.0,0.0,0.0,11.0,8.0,2.0,0.0,0.0,92.0,84.0,63.0,57.0,6.0,4.0,15.0,15.0,10.0,5.0,12.0,0.0,55.0,4.74444,무,21
37f32d02ada58679635c59bc3a1f43c5,0.0,0.0,0.0,0.0,64.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,94.0,85.0,70.0,66.0,5.0,3.0,19.0,16.0,5.0,3.0,4.0,1.0,52.0,4.22778,승,21
e38437f4a7dc63db19c1cfdc062a0703,0.0,0.0,0.0,0.0,77.0,1.0,1.0,7.0,4.0,1.0,0.0,0.0,118.0,106.0,96.0,92.0,5.0,2.0,12.0,9.0,3.0,2.0,4.0,0.0,48.0,3.89444,패,21
7e6d9402f05476856e65c10eb2b5a24f,0.0,0.0,0.0,0.0,49.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,71.0,61.0,45.0,40.0,2.0,0.0,23.0,20.0,8.0,4.0,18.0,1.0,40.0,3.92222,무,21
e4a7b4220b51c8e50b4e59e7642a8cdb,0.0,0.0,0.0,0.0,91.0,6.0,0.0,10.0,7.0,1.0,0.0,0.0,127.0,114.0,105.0,100.0,6.0,2.0,13.0,11.0,10.0,8.0,9.0,0.0,60.0,4.22778,무,21
a829820e301d0e94159807cc38ea5dee,1.0,0.0,0.0,1.0,59.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,67.0,56.0,41.0,36.0,5.0,0.0,21.0,20.0,5.0,4.0,11.0,1.0,41.0,3.8,무,21
d534ca6514459bcfba2a69c4ec41dc02,1.0,0.0,0.0,1.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,129.0,118.0,101.0,94.0,5.0,3.0,22.0,20.0,8.0,3.0,3.0,1.0,59.0,4.15,무,21
4753bce426cfcb16646b7698f1bb1149,1.0,0.0,0.0,0.0,73.0,3.0,0.0,11.0,4.0,2.0,0.0,0.0,95.0,85.0,61.0,58.0,5.0,2.0,20.0,19.0,13.0,9.0,3.0,2.0,52.0,4.49444,승,21
6edc533f0067381ffd458f20cb300523,0.0,0.0,0.0,0.0,80.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,104.0,88.0,80.0,74.0,3.0,0.0,18.0,13.0,12.0,7.0,13.0,1.0,48.0,3.7000000000000006,패,21
1c228f4bf241b76263524f867f2a2941,2.0,0.0,0.0,0.0,68.0,1.0,0.0,8.0,4.0,1.0,0.0,0.0,110.0,101.0,89.0,86.0,5.0,2.0,15.0,13.0,12.0,5.0,7.0,0.0,45.0,3.78333,패,21
daca5af09d098128696163520869f2b2,0.0,0.0,0.0,0.0,78.0,1.0,1.0,7.0,4.0,2.0,0.0,0.0,112.0,96.0,78.0,72.0,10.0,6.0,17.0,14.0,16.0,11.0,12.0,2.0,55.0,4.28333,승,21
9583456644bcaffab2f8df9e7d55cd0a,0.0,0.0,0.0,0.0,81.0,3.0,0.0,9.0,7.0,4.0,0.0,0.0,107.0,88.0,69.0,65.0,8.0,1.0,28.0,22.0,15.0,8.0,3.0,1.0,48.0,4.77778,승,21
eb36555d4d460edc57ee20b782723388,1.0,1.0,0.0,1.0,79.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,110.0,90.0,75.0,68.0,13.0,4.0,20.0,18.0,5.0,3.0,9.0,0.0,52.0,3.48889,패,21
5bc0201605d88dbae922a1d71c9151be,1.0,0.0,0.0,0.0,57.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,91.0,79.0,57.0,51.0,1.0,0.0,25.0,21.0,9.0,5.0,7.0,0.0,45.0,3.8666700000000005,패,21
88031a9baf4f4b48c1f369473c89e43a,0.0,0.0,0.0,0.0,92.0,5.0,0.0,6.0,4.0,2.0,0.0,0.0,112.0,101.0,73.0,72.0,15.0,8.0,11.0,10.0,8.0,3.0,3.0,0.0,55.0,4.21667,승,21
30b8738662a58281e998afb620619be5,1.0,0.0,0.0,0.0,75.0,1.0,0.0,7.0,5.0,4.0,0.0,0.0,102.0,93.0,48.0,45.0,11.0,6.0,35.0,34.0,4.0,2.0,7.0,0.0,57.0,4.25556,무,21
859ac5194ff554a4b69c5130d6ef5da3,0.0,0.0,0.0,0.0,70.0,2.0,0.0,9.0,8.0,4.0,0.0,0.0,88.0,80.0,61.0,57.0,4.0,1.0,23.0,22.0,4.0,1.0,6.0,0.0,43.0,4.02222,무,21
6b3330cc73b3e72df16ee3359b5d9641,1.0,0.0,0.0,0.0,67.0,1.0,0.0,5.0,4.0,1.0,0.0,0.0,85.0,70.0,69.0,59.0,2.0,1.0,10.0,7.0,26.0,11.0,6.0,0.0,48.0,3.91667,패,21
a4bd73f26317cf7f14f5821c18c8566b,0.0,1.0,0.0,0.0,78.0,2.0,1.0,10.0,6.0,2.0,0.0,0.0,107.0,97.0,72.0,70.0,5.0,2.0,23.0,21.0,12.0,6.0,6.0,0.0,52.0,4.26111,승,21
487775286451863bf925c50a40bbccb2,0.0,0.0,0.0,0.0,73.0,1.0,1.0,8.0,7.0,3.0,0.0,0.0,110.0,98.0,85.0,80.0,8.0,3.0,15.0,14.0,3.0,3.0,7.0,1.0,51.0,4.34444,승,1
8b719a70bf7b1c163a446fc69d1dc621,1.0,0.0,0.0,0.0,58.0,4.0,0.0,6.0,5.0,2.0,0.0,0.0,100.0,88.0,85.0,81.0,5.0,0.0,8.0,5.0,11.0,4.0,16.0,2.0,49.0,4.02222,패,1
38fcece4ca065086e79550ef1e810405,1.0,0.0,0.0,0.0,90.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,114.0,102.0,87.0,81.0,6.0,2.0,19.0,17.0,4.0,4.0,11.0,0.0,59.0,3.72778,패,1
98ce14cc8cb4bc0e48f6ebbab53fe853,1.0,0.0,0.0,0.0,60.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,76.0,66.0,45.0,41.0,5.0,0.0,26.0,25.0,3.0,2.0,7.0,2.0,41.0,4.4,승,1
bd7e641362a359c9c738c2ffba04d8bf,0.0,0.0,0.0,0.0,63.0,0.0,0.0,5.0,4.0,3.0,0.0,0.0,102.0,85.0,71.0,64.0,9.0,7.0,21.0,14.0,11.0,6.0,20.0,2.0,46.0,4.33889,승,1
c335c1cad1b57d2049a204d7e1ed050a,0.0,0.0,0.0,0.0,90.0,8.0,1.0,17.0,12.0,2.0,0.0,0.0,136.0,124.0,110.0,107.0,8.0,2.0,13.0,12.0,12.0,8.0,5.0,0.0,54.0,4.46111,패,1
86c32f09645e6255940ade028b065939,0.0,0.0,0.0,0.0,58.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,86.0,71.0,55.0,50.0,3.0,0.0,28.0,21.0,15.0,9.0,10.0,1.0,44.0,4.05,무,1
c7a013aa60ec2fcddd182ff6a2ca3842,0.0,0.0,0.0,0.0,82.0,3.0,0.0,5.0,4.0,1.0,0.0,0.0,116.0,107.0,85.0,83.0,6.0,1.0,18.0,17.0,9.0,3.0,8.0,0.0,56.0,4.11111,무,1
7999618783fff7f39194e125dbd9f55c,1.0,0.0,0.0,0.0,66.0,1.0,0.0,7.0,6.0,1.0,0.0,0.0,99.0,86.0,65.0,59.0,0.0,0.0,24.0,22.0,2.0,2.0,5.0,1.0,47.0,4.02222,무,1
d236d50da8a30f0aa2fb2b2e62d15b90,1.0,0.0,0.0,0.0,80.0,1.0,0.0,6.0,5.0,1.0,0.0,0.0,113.0,103.0,82.0,78.0,3.0,3.0,21.0,17.0,10.0,10.0,17.0,1.0,53.0,4.26111,무,1
6229718f0ed1b174feca333b9b21c9e9,0.0,0.0,0.0,0.0,67.0,2.0,1.0,5.0,5.0,1.0,0.0,0.0,94.0,84.0,66.0,63.0,9.0,6.0,16.0,13.0,12.0,6.0,7.0,0.0,47.0,4.1,무,1
66155d4dac278dedf302c4596300aa08,1.0,0.0,0.0,0.0,89.0,2.0,1.0,4.0,3.0,1.0,0.0,0.0,120.0,108.0,88.0,84.0,5.0,2.0,14.0,11.0,4.0,2.0,4.0,0.0,53.0,4.09444,무,1
2c0789b94f50de9173c93d7a317f1a90,0.0,0.0,0.0,0.0,77.0,3.0,3.0,8.0,4.0,1.0,0.0,0.0,94.0,80.0,62.0,61.0,5.0,2.0,23.0,14.0,12.0,7.0,9.0,0.0,48.0,3.91111,패,1
6da07a840b8547a9206c1ea8eb0b226c,0.0,0.0,0.0,0.0,93.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,114.0,104.0,101.0,94.0,0.0,0.0,11.0,9.0,6.0,2.0,8.0,2.0,52.0,4.26111,승,1
33c7a6cce48043a677bcf469d5c3b2e3,0.0,0.0,0.0,0.0,70.0,1.0,0.0,6.0,4.0,3.0,0.0,0.0,102.0,92.0,50.0,48.0,6.0,1.0,41.0,39.0,5.0,2.0,12.0,0.0,49.0,4.57778,승,1
b00618304670b4b6f8574a554f8c08f6,0.0,0.0,0.0,0.0,79.0,1.0,1.0,7.0,3.0,0.0,0.0,0.0,104.0,94.0,79.0,75.0,3.0,2.0,22.0,17.0,4.0,2.0,8.0,1.0,51.0,3.57222,패,1
